Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date,CTR,CPC,SQL_format
4263,TechCorp,Display,All Ages,30 days,Google Ads,0.03,6330,7.8,Houston,English,489,9969,5,Fashionistas,05-09-2021,9.40%,8.67,"(4263,'TechCorp','Display','All Ages','30 days','Google Ads',0.03,6330,7.8,'Houston','English',489,9969,5,'Fashionistas','2021-09-05',0.0939535946965367,8.66788321167883)"
4264,NexGen Systems,Email,Women 25-34,15 days,Google Ads,0.05,15782,4.61,Miami,English,229,9882,4,Health & Wellness,06-09-2021,4.91%,12.94,"(4264,'NexGen Systems','Email','Women 25-34','15 days','Google Ads',0.05,15782,4.61,'Miami','English',229,9882,4,'Health & Wellness','2021-09-06',0.04905206139031,12.9447852760736)"
4265,Innovate Industries,Influencer,Men 25-34,45 days,Google Ads,0.03,17399,5.87,Miami,German,297,4547,8,Tech Enthusiasts,07-09-2021,2.32%,68.92,"(4265,'Innovate Industries','Influencer','Men 25-34','45 days','Google Ads',0.03,17399,5.87,'Miami','German',297,4547,8,'Tech Enthusiasts','2021-09-07',0.0231734466707144,68.9170305676856)"
4266,Innovate Industries,Display,All Ages,45 days,YouTube,0.05,19693,4.42,Houston,German,953,9690,2,Outdoor Adventurers,08-09-2021,6.53%,58.58,"(4266,'Innovate Industries','Display','All Ages','45 days','YouTube',0.05,19693,4.42,'Houston','German',953,9690,2,'Outdoor Adventurers','2021-09-08',0.0653177919507368,58.5824915824916)"
4267,NexGen Systems,Influencer,Men 25-34,15 days,Instagram,0.13,15929,4.82,Los Angeles,French,297,2732,7,Outdoor Adventurers,09-09-2021,9.83%,20.66,"(4267,'NexGen Systems','Influencer','Men 25-34','15 days','Instagram',0.13,15929,4.82,'Los Angeles','French',297,2732,7,'Outdoor Adventurers','2021-09-09',0.0983488132094943,20.6642182581322)"
4268,NexGen Systems,Display,Men 18-24,45 days,Website,0.09,12640,7.63,Miami,Mandarin,979,2079,10,Tech Enthusiasts,10-09-2021,10.87%,53.63,"(4268,'NexGen Systems','Display','Men 18-24','45 days','Website',0.09,12640,7.63,'Miami','Mandarin',979,2079,10,'Tech Enthusiasts','2021-09-10',0.108711566617862,53.6329966329966)"
4269,TechCorp,Influencer,Men 18-24,15 days,Google Ads,0.15,18542,6.5,Los Angeles,English,471,4399,1,Fashionistas,11-09-2021,47.09%,12.91,"(4269,'TechCorp','Influencer','Men 18-24','15 days','Google Ads',0.15,18542,6.5,'Los Angeles','English',471,4399,1,'Fashionistas','2021-09-11',0.470899470899471,12.9111338100102)"
4270,TechCorp,Influencer,Men 18-24,30 days,Instagram,0.07,19719,7.3,Miami,English,427,6394,5,Health & Wellness,12-09-2021,10.71%,39.37,"(4270,'TechCorp','Influencer','Men 18-24','30 days','Instagram',0.07,19719,7.3,'Miami','English',427,6394,5,'Health & Wellness','2021-09-12',0.107069788588316,39.3673036093418)"
4271,TechCorp,Social Media,Women 35-44,45 days,Instagram,0.04,10604,7.7,Los Angeles,Spanish,806,1750,7,Outdoor Adventurers,13-09-2021,6.68%,46.18,"(4271,'TechCorp','Social Media','Women 35-44','45 days','Instagram',0.04,10604,7.7,'Los Angeles','Spanish',806,1750,7,'Outdoor Adventurers','2021-09-13',0.0667813575226775,46.1803278688525)"
4272,NexGen Systems,Email,Men 25-34,30 days,Facebook,0.03,17754,3.92,Miami,German,651,3822,7,Fashionistas,14-09-2021,46.06%,13.16,"(4272,'NexGen Systems','Email','Men 25-34','30 days','Facebook',0.03,17754,3.92,'Miami','German',651,3822,7,'Fashionistas','2021-09-14',0.460571428571429,13.1563275434243)"
4273,TechCorp,Search,All Ages,45 days,Google Ads,0.05,14875,6.99,Houston,Spanish,218,3150,1,Health & Wellness,15-09-2021,17.03%,27.27,"(4273,'TechCorp','Search','All Ages','45 days','Google Ads',0.05,14875,6.99,'Houston','Spanish',218,3150,1,'Health & Wellness','2021-09-15',0.17032967032967,27.2718894009217)"
4274,DataTech Solutions,Search,Men 25-34,60 days,Website,0.08,18620,2.09,New York,French,336,1215,8,Tech Enthusiasts,16-09-2021,6.92%,68.23,"(4274,'DataTech Solutions','Search','Men 25-34','60 days','Website',0.08,18620,2.09,'New York','French',336,1215,8,'Tech Enthusiasts','2021-09-16',0.0692063492063492,68.2339449541284)"
4275,Alpha Innovations,Search,Women 25-34,15 days,Google Ads,0.06,19156,5.93,Los Angeles,French,321,7174,7,Fashionistas,17-09-2021,27.65%,55.42,"(4275,'Alpha Innovations','Search','Women 25-34','15 days','Google Ads',0.06,19156,5.93,'Los Angeles','French',321,7174,7,'Fashionistas','2021-09-17',0.276543209876543,55.4166666666667)"
4276,DataTech Solutions,Display,Men 18-24,45 days,Website,0.01,16907,5.74,Los Angeles,French,354,4364,5,Tech Enthusiasts,18-09-2021,4.47%,59.68,"(4276,'DataTech Solutions','Display','Men 18-24','45 days','Website',0.01,16907,5.74,'Los Angeles','French',354,4364,5,'Tech Enthusiasts','2021-09-18',0.0447449121828826,59.6760124610592)"
4277,Alpha Innovations,Social Media,Men 25-34,30 days,Email,0.1,10625,5.44,New York,German,604,2568,4,Tech Enthusiasts,19-09-2021,8.11%,47.76,"(4277,'Alpha Innovations','Social Media','Men 25-34','30 days','Email',0.1,10625,5.44,'New York','German',604,2568,4,'Tech Enthusiasts','2021-09-19',0.0811182401466544,47.7598870056497)"
4278,Innovate Industries,Social Media,Men 18-24,45 days,Email,0.13,10658,7.37,New York,French,445,8880,2,Tech Enthusiasts,20-09-2021,23.52%,17.59,"(4278,'Innovate Industries','Social Media','Men 18-24','45 days','Email',0.13,10658,7.37,'New York','French',445,8880,2,'Tech Enthusiasts','2021-09-20',0.235202492211838,17.591059602649)"
4279,TechCorp,Email,All Ages,45 days,Google Ads,0.07,5118,3.71,Los Angeles,English,114,9480,2,Foodies,21-09-2021,5.01%,23.95,"(4279,'TechCorp','Email','All Ages','45 days','Google Ads',0.07,5118,3.71,'Los Angeles','English',114,9480,2,'Foodies','2021-09-21',0.0501126126126126,23.9505617977528)"
4280,Innovate Industries,Search,Women 35-44,30 days,Email,0.07,9809,5.6,Chicago,Mandarin,560,8153,8,Outdoor Adventurers,22-09-2021,1.20%,44.89,"(4280,'Innovate Industries','Search','Women 35-44','30 days','Email',0.07,9809,5.6,'Chicago','Mandarin',560,8153,8,'Outdoor Adventurers','2021-09-22',0.0120253164556962,44.8947368421053)"
4281,Innovate Industries,Email,All Ages,60 days,Website,0.11,12226,2.11,Los Angeles,Mandarin,535,8963,4,Tech Enthusiasts,23-09-2021,6.87%,17.52,"(4281,'Innovate Industries','Email','All Ages','60 days','Website',0.11,12226,2.11,'Los Angeles','Mandarin',535,8963,4,'Tech Enthusiasts','2021-09-23',0.0686863731141911,17.5160714285714)"
4282,DataTech Solutions,Display,Women 35-44,30 days,Instagram,0.03,11912,7.75,Miami,Spanish,140,3858,4,Health & Wellness,24-09-2021,5.97%,22.85,"(4282,'DataTech Solutions','Display','Women 35-44','30 days','Instagram',0.03,11912,7.75,'Miami','Spanish',140,3858,4,'Health & Wellness','2021-09-24',0.0596898359924133,22.8523364485981)"
4283,NexGen Systems,Display,Men 18-24,45 days,Website,0.12,16067,5.83,Los Angeles,Spanish,190,7498,3,Fashionistas,25-09-2021,3.63%,85.09,"(4283,'NexGen Systems','Display','Men 18-24','45 days','Website',0.12,16067,5.83,'Los Angeles','Spanish',190,7498,3,'Fashionistas','2021-09-25',0.0362882322446864,85.0857142857143)"
4284,TechCorp,Search,Women 25-34,30 days,Google Ads,0.11,12048,4.43,Los Angeles,English,426,3070,5,Fashionistas,26-09-2021,2.53%,84.56,"(4284,'TechCorp','Search','Women 25-34','30 days','Google Ads',0.11,12048,4.43,'Los Angeles','English',426,3070,5,'Fashionistas','2021-09-26',0.0253400906908509,84.5631578947368)"
4285,Alpha Innovations,Email,Women 25-34,30 days,Facebook,0.04,11886,7.46,Los Angeles,Mandarin,312,2806,1,Tech Enthusiasts,27-09-2021,13.88%,28.28,"(4285,'Alpha Innovations','Email','Women 25-34','30 days','Facebook',0.04,11886,7.46,'Los Angeles','Mandarin',312,2806,1,'Tech Enthusiasts','2021-09-27',0.138762214983713,28.2816901408451)"
4286,DataTech Solutions,Social Media,All Ages,45 days,Google Ads,0.07,14782,5.64,New York,German,566,3276,5,Tech Enthusiasts,28-09-2021,11.12%,38.1,"(4286,'DataTech Solutions','Social Media','All Ages','45 days','Google Ads',0.07,14782,5.64,'New York','German',566,3276,5,'Tech Enthusiasts','2021-09-28',0.111190306486101,38.0961538461538)"
4287,Alpha Innovations,Social Media,All Ages,15 days,Google Ads,0.08,15911,7.6,Houston,Mandarin,330,8847,5,Health & Wellness,29-09-2021,17.28%,26.12,"(4287,'Alpha Innovations','Social Media','All Ages','15 days','Google Ads',0.08,15911,7.6,'Houston','Mandarin',330,8847,5,'Health & Wellness','2021-09-29',0.172771672771673,26.1166077738516)"
4288,NexGen Systems,Email,Men 18-24,60 days,Facebook,0.05,17956,4.37,New York,English,174,6018,2,Fashionistas,30-09-2021,3.73%,48.22,"(4288,'NexGen Systems','Email','Men 18-24','60 days','Facebook',0.05,17956,4.37,'New York','English',174,6018,2,'Fashionistas','2021-09-30',0.0373007799253984,48.2151515151515)"
4289,Innovate Industries,Social Media,Women 25-34,60 days,Facebook,0.08,15541,6.69,Houston,Mandarin,185,7653,6,Fashionistas,01-10-2021,2.89%,103.2,"(4289,'Innovate Industries','Social Media','Women 25-34','60 days','Facebook',0.08,15541,6.69,'Houston','Mandarin',185,7653,6,'Fashionistas','2021-10-01',0.028913260219342,103.195402298851)"
4290,TechCorp,Search,Men 18-24,45 days,Google Ads,0.07,9473,5.22,Houston,Spanish,385,7712,6,Fashionistas,02-10-2021,2.42%,84.01,"(4290,'TechCorp','Search','Men 18-24','45 days','Google Ads',0.07,9473,5.22,'Houston','Spanish',385,7712,6,'Fashionistas','2021-10-02',0.0241735267215471,84.0054054054054)"
4291,TechCorp,Email,All Ages,45 days,Website,0.01,9324,4.26,Miami,French,492,8848,1,Foodies,03-10-2021,4.99%,24.61,"(4291,'TechCorp','Email','All Ages','45 days','Website',0.01,9324,4.26,'Miami','French',492,8848,1,'Foodies','2021-10-03',0.0499221991701245,24.6051948051948)"
4292,NexGen Systems,Email,Men 18-24,30 days,Facebook,0.06,9358,2.2,Miami,Mandarin,843,7756,3,Health & Wellness,04-10-2021,5.56%,18.95,"(4292,'NexGen Systems','Email','Men 18-24','30 days','Facebook',0.06,9358,2.2,'Miami','Mandarin',843,7756,3,'Health & Wellness','2021-10-04',0.0556057866184448,18.9512195121951)"
4293,TechCorp,Email,Men 25-34,60 days,Google Ads,0.09,13932,6.56,Houston,German,311,5812,10,Tech Enthusiasts,05-10-2021,10.87%,11.1,"(4293,'TechCorp','Email','Men 25-34','60 days','Google Ads',0.09,13932,6.56,'Houston','German',311,5812,10,'Tech Enthusiasts','2021-10-05',0.108690046415678,11.1008303677343)"
4294,DataTech Solutions,Influencer,Men 18-24,15 days,Google Ads,0.1,6333,5.84,Miami,German,378,6201,7,Fashionistas,06-10-2021,5.35%,44.8,"(4294,'DataTech Solutions','Influencer','Men 18-24','15 days','Google Ads',0.1,6333,5.84,'Miami','German',378,6201,7,'Fashionistas','2021-10-06',0.0535099793530626,44.7974276527331)"
4295,Innovate Industries,Social Media,Women 35-44,15 days,Email,0.14,12066,6.6,Miami,Spanish,562,8282,7,Health & Wellness,07-10-2021,6.10%,16.75,"(4295,'Innovate Industries','Social Media','Women 35-44','15 days','Email',0.14,12066,6.6,'Miami','Spanish',562,8282,7,'Health & Wellness','2021-10-07',0.0609579100145138,16.7539682539683)"
4296,DataTech Solutions,Social Media,All Ages,30 days,Website,0.09,18134,6.4,Chicago,English,820,9006,8,Health & Wellness,08-10-2021,6.79%,21.47,"(4296,'DataTech Solutions','Social Media','All Ages','30 days','Website',0.09,18134,6.4,'Chicago','English',820,9006,8,'Health & Wellness','2021-10-08',0.0678580053127264,21.4697508896797)"
4297,Innovate Industries,Email,Men 18-24,30 days,Email,0.01,7151,6.95,Miami,English,337,5271,2,Foodies,09-10-2021,9.11%,22.11,"(4297,'Innovate Industries','Email','Men 18-24','30 days','Email',0.01,7151,6.95,'Miami','English',337,5271,2,'Foodies','2021-10-09',0.0910504108372196,22.1146341463415)"
4298,TechCorp,Email,Men 18-24,60 days,Instagram,0.11,14929,7.31,New York,Mandarin,998,4011,2,Tech Enthusiasts,10-10-2021,6.39%,21.22,"(4298,'TechCorp','Email','Men 18-24','60 days','Instagram',0.11,14929,7.31,'New York','Mandarin',998,4011,2,'Tech Enthusiasts','2021-10-10',0.0639347372415102,21.2195845697329)"
4299,TechCorp,Social Media,Men 25-34,30 days,Instagram,0.12,13958,3.17,Chicago,English,845,1512,6,Foodies,11-10-2021,24.88%,14.96,"(4299,'TechCorp','Social Media','Men 25-34','30 days','Instagram',0.12,13958,3.17,'Chicago','English',845,1512,6,'Foodies','2021-10-11',0.24881575666916,14.9589178356713)"
4300,DataTech Solutions,Display,Men 18-24,30 days,Email,0.14,18242,4.84,Chicago,Spanish,816,1352,7,Tech Enthusiasts,12-10-2021,55.89%,16.52,"(4300,'DataTech Solutions','Display','Men 18-24','30 days','Email',0.14,18242,4.84,'Chicago','Spanish',816,1352,7,'Tech Enthusiasts','2021-10-12',0.558862433862434,16.5183431952663)"
4301,Innovate Industries,Display,Women 35-44,45 days,Instagram,0.13,8567,7.27,New York,German,504,4571,2,Tech Enthusiasts,13-10-2021,60.36%,22.36,"(4301,'Innovate Industries','Display','Women 35-44','45 days','Instagram',0.13,8567,7.27,'New York','German',504,4571,2,'Tech Enthusiasts','2021-10-13',0.603550295857988,22.3553921568627)"
4302,TechCorp,Display,Men 18-24,60 days,Website,0.13,9325,4.44,Chicago,Spanish,307,7129,6,Tech Enthusiasts,14-10-2021,11.03%,17,"(4302,'TechCorp','Display','Men 18-24','60 days','Website',0.13,9325,4.44,'Chicago','Spanish',307,7129,6,'Tech Enthusiasts','2021-10-14',0.110260336906585,16.9980158730159)"
4303,Innovate Industries,Display,Men 18-24,60 days,Email,0.1,18070,3.36,Los Angeles,French,465,3474,7,Fashionistas,15-10-2021,4.31%,30.37,"(4303,'Innovate Industries','Display','Men 18-24','60 days','Email',0.1,18070,3.36,'Los Angeles','French',465,3474,7,'Fashionistas','2021-10-15',0.0430635432739515,30.3745928338762)"
4304,DataTech Solutions,Influencer,All Ages,45 days,YouTube,0.09,10784,3.79,Los Angeles,English,986,9461,4,Health & Wellness,16-10-2021,13.39%,38.86,"(4304,'DataTech Solutions','Influencer','All Ages','45 days','YouTube',0.09,10784,3.79,'Los Angeles','English',986,9461,4,'Health & Wellness','2021-10-16',0.133851468048359,38.8602150537634)"
4305,NexGen Systems,Influencer,Men 25-34,60 days,Facebook,0.12,11880,7.42,Miami,Spanish,370,8709,2,Outdoor Adventurers,17-10-2021,10.42%,10.94,"(4305,'NexGen Systems','Influencer','Men 25-34','60 days','Facebook',0.12,11880,7.42,'Miami','Spanish',370,8709,2,'Outdoor Adventurers','2021-10-17',0.104217313180425,10.9371196754564)"
4306,Alpha Innovations,Search,Men 18-24,15 days,YouTube,0.11,14142,5.27,Chicago,Spanish,441,9970,1,Outdoor Adventurers,18-10-2021,4.25%,32.11,"(4306,'Alpha Innovations','Search','Men 18-24','15 days','YouTube',0.11,14142,5.27,'Chicago','Spanish',441,9970,1,'Outdoor Adventurers','2021-10-18',0.0424847858537145,32.1081081081081)"
4307,TechCorp,Social Media,Women 35-44,60 days,Email,0.15,16638,4.61,New York,English,791,4972,8,Outdoor Adventurers,19-10-2021,4.42%,32.07,"(4307,'TechCorp','Social Media','Women 35-44','60 days','Email',0.15,16638,4.61,'New York','English',791,4972,8,'Outdoor Adventurers','2021-10-19',0.0442326980942828,32.0680272108844)"
4308,Innovate Industries,Social Media,Women 25-34,30 days,Facebook,0.07,14451,3.46,New York,Spanish,553,7118,6,Fashionistas,20-10-2021,15.91%,21.03,"(4308,'Innovate Industries','Social Media','Women 25-34','30 days','Facebook',0.07,14451,3.46,'New York','Spanish',553,7118,6,'Fashionistas','2021-10-20',0.159090909090909,21.0341340075853)"
4309,DataTech Solutions,Display,Women 35-44,45 days,YouTube,0.13,10857,2.06,New York,English,556,7285,5,Fashionistas,21-10-2021,7.77%,26.13,"(4309,'DataTech Solutions','Display','Women 35-44','45 days','YouTube',0.13,10857,2.06,'New York','English',556,7285,5,'Fashionistas','2021-10-21',0.0776903624613656,26.1320072332731)"
4310,TechCorp,Influencer,Men 18-24,60 days,Google Ads,0.04,7514,2.83,Chicago,Mandarin,770,8808,6,Foodies,22-10-2021,7.63%,19.53,"(4310,'TechCorp','Influencer','Men 18-24','60 days','Google Ads',0.04,7514,2.83,'Chicago','Mandarin',770,8808,6,'Foodies','2021-10-22',0.0763212079615649,19.5269784172662)"
4311,Innovate Industries,Display,Men 25-34,60 days,Instagram,0.03,19653,4.05,Los Angeles,German,609,6246,1,Outdoor Adventurers,23-10-2021,8.74%,9.76,"(4311,'Innovate Industries','Display','Men 25-34','60 days','Instagram',0.03,19653,4.05,'Los Angeles','German',609,6246,1,'Outdoor Adventurers','2021-10-23',0.0874205267938238,9.75844155844156)"
4312,TechCorp,Email,Men 25-34,15 days,Instagram,0.05,15713,4.75,Chicago,Mandarin,898,8260,3,Fashionistas,24-10-2021,9.75%,32.27,"(4312,'TechCorp','Email','Men 25-34','15 days','Instagram',0.05,15713,4.75,'Chicago','Mandarin',898,8260,3,'Fashionistas','2021-10-24',0.0975024015369837,32.2709359605911)"
4313,DataTech Solutions,Search,Men 25-34,60 days,YouTube,0.04,15321,2.69,New York,English,675,7356,5,Foodies,25-10-2021,10.87%,17.5,"(4313,'DataTech Solutions','Search','Men 25-34','60 days','YouTube',0.04,15321,2.69,'New York','English',675,7356,5,'Foodies','2021-10-25',0.108716707021792,17.4977728285078)"
4314,Innovate Industries,Email,Men 25-34,15 days,Google Ads,0.15,5490,3.7,Miami,Spanish,638,7833,8,Foodies,26-10-2021,9.18%,22.7,"(4314,'Innovate Industries','Email','Men 25-34','15 days','Google Ads',0.15,5490,3.7,'Miami','Spanish',638,7833,8,'Foodies','2021-10-26',0.0917618270799347,22.6977777777778)"
4315,DataTech Solutions,Search,Men 25-34,15 days,YouTube,0.07,12399,6.11,New York,Mandarin,521,6651,7,Fashionistas,27-10-2021,8.15%,8.61,"(4315,'DataTech Solutions','Search','Men 25-34','15 days','YouTube',0.07,12399,6.11,'New York','Mandarin',521,6651,7,'Fashionistas','2021-10-27',0.0814502744797651,8.60501567398119)"
4316,TechCorp,Social Media,Men 18-24,30 days,Instagram,0.05,11574,2.81,New York,English,323,5433,4,Fashionistas,28-10-2021,7.83%,23.8,"(4316,'TechCorp','Social Media','Men 18-24','30 days','Instagram',0.05,11574,2.81,'New York','English',323,5433,4,'Fashionistas','2021-10-28',0.078334085099985,23.7984644913628)"
4317,TechCorp,Social Media,All Ages,45 days,Facebook,0.07,7710,4.66,New York,English,844,4515,1,Foodies,29-10-2021,5.95%,35.83,"(4317,'TechCorp','Social Media','All Ages','45 days','Facebook',0.07,7710,4.66,'New York','English',844,4515,1,'Foodies','2021-10-29',0.0594515000920302,35.8328173374613)"
4318,Alpha Innovations,Social Media,Women 25-34,60 days,Google Ads,0.06,19274,3.92,New York,French,432,4618,8,Health & Wellness,30-10-2021,18.69%,9.14,"(4318,'Alpha Innovations','Social Media','Women 25-34','60 days','Google Ads',0.06,19274,3.92,'New York','French',432,4618,8,'Health & Wellness','2021-10-30',0.186932447397564,9.13507109004739)"
4319,DataTech Solutions,Display,Men 25-34,45 days,Instagram,0.06,9796,3.37,New York,English,153,2067,2,Outdoor Adventurers,31-10-2021,9.35%,44.62,"(4319,'DataTech Solutions','Display','Men 25-34','45 days','Instagram',0.06,9796,3.37,'New York','English',153,2067,2,'Outdoor Adventurers','2021-10-31',0.0935469900389779,44.6157407407407)"
4320,Innovate Industries,Social Media,All Ages,60 days,Website,0.08,11408,6.24,Los Angeles,German,487,6159,3,Outdoor Adventurers,01-11-2021,7.40%,64.03,"(4320,'Innovate Industries','Social Media','All Ages','60 days','Website',0.08,11408,6.24,'Los Angeles','German',487,6159,3,'Outdoor Adventurers','2021-11-01',0.0740203193033382,64.0261437908497)"
4321,TechCorp,Influencer,Men 18-24,30 days,Website,0.13,14784,7.8,Houston,English,460,4900,9,Foodies,02-11-2021,7.91%,23.43,"(4321,'TechCorp','Influencer','Men 18-24','30 days','Website',0.13,14784,7.8,'Houston','English',460,4900,9,'Foodies','2021-11-02',0.0790712778048384,23.4250513347023)"
4322,TechCorp,Search,Men 18-24,15 days,Facebook,0.01,16316,4.02,Chicago,German,505,5181,4,Health & Wellness,03-11-2021,9.39%,32.14,"(4322,'TechCorp','Search','Men 18-24','15 days','Facebook',0.01,16316,4.02,'Chicago','German',505,5181,4,'Health & Wellness','2021-11-03',0.0938775510204082,32.1391304347826)"
4323,TechCorp,Email,All Ages,15 days,Instagram,0.09,12856,5.97,New York,Mandarin,880,9222,8,Tech Enthusiasts,04-11-2021,9.75%,32.31,"(4323,'TechCorp','Email','All Ages','15 days','Instagram',0.09,12856,5.97,'New York','Mandarin',880,9222,8,'Tech Enthusiasts','2021-11-04',0.0974715305925497,32.3089108910891)"
